,hash_id,code,kind,repeat,desc,narrative,flag_include_1,flag_include_2,flag_include_3,flag_exclude_1,flag_exclude_2,flag_overheating
31827,99ba401e5d010e7d,3.78(a),,False,Outdoor housing facilities.,"Two macaques were housed in adjacent outdoor enclosures. The facility did not have an attending veterinarian at the
time of the inspection. An attending veterinarian has not determined that these macaques are adequately acclimated to
outdoor housing during this time of year. Based on observations they are not well acclimated. The Kestrel thermometer at
the time of the inspection measured 41.8 degrees Fahrenheit. Failure to have correctly acclimated nonhuman primates
housed in outdoor housing conditions can lead to hyperthermia or hypothermia. The facility representatives must ensure
that nonhuman primates are acclimated, as determined by the attending veterinarian, to the prevailing temperature and
humidity at the outdoor housing facility during the time of the year they are at the facility. They must also be able to
tolerate the range of temperature and climatic conditions known to occur at the facility at that time of the year without
stress or discomfort in order to be kept in outdoor enclosures.
To be corrected by: December 27, 2020",True,False,True,False,False,True
32041,19a02b6f952b1949,3.10(a),,False,Watering,"Water was not continuously available to 8 puppies. Upon arriving at the facility, one Dachshund puppy and one Shih Tzu
puppy were in a small, fenced-in enclosure in the grass and did not have a bowl of water. Inside the facility there was a
large kennel with 6 poodle mix puppies who also did not have access to water. The facility representative stated the
puppies were out of their normal enclosures for exercise. When asked by the inspector, the facility representative gave
both groups of puppies a bowl of water. The puppies were observed to only play in the water, not drink. There is a risk of
dehydration, stress, and overheating if water is not available, especially in the summer (environmental temperature is 85
degrees F today). Correct by ensuring potable water be continuously available to dogs, even while out of their normal
enclosure for exercise. Correct by: August 11, 2023. This was corrected at the time of inspection.
This inspection and exit interview were conducted with a facility representative.
n",True,False,True,False,False,True
32950,302de2df54cceda1,3.127(b),,False,"FACILITIES, OUTDOOR.","Five goats, one pig, and one black buck antelope were housed on open ground at the top of the hill during this
inspection. The ambient temperature was 41 degrees Fahrenheit and the wind was gusting above 20 MPH creating
a wind chill below 31 degrees. The wind was projected to continue thru the night as temperatures dropped. Wind
breaks were available for all animals but did not appear to sufficiently shelter them from inclement weather (wind).
The owner stated that he could move the animals indoors. Inadequate shelter can lead to discomfort in the animals
and increase their suceptability to disease. Correct by providing natural or artificial shelter appropriate to the local
climatic conditions for the species concerned. Correct by the end of the day 21 November 2016.
This inspection and exit interview were conducted with the owner.",True,False,True,False,False,True
34083,2be0373b0cff7f88,2.131(e),,False,Handling of animals.,"Three French bulldogs were subjected to climatic conditions that were detrimental to the animal’s health and well-being.
At approximately 11 AM on Monday September 11, 2023 three French Bulldogs were housed in wire-type crates in the
large back building, room #4. This room was excessively hot and dogs were observed panting. The licensee propped the
door open (it was cooler outside) and started the air conditioning unit. At approximately 10:30 AM on Tuesday September
12, 2023 three French Bulldogs were still housed in this room and again, two were observed panting excessively.
Inspectors were also uncomfortable from the heat while evaluating the cats and dogs housed in this room. Temperature
was recorded throughout the day and ranged from 81-degrees Fahrenheit to 83.5-degrees Fahrenheit with the final
reading (83.5 F) taken at 1:45 PM. Although the licensees attempted to fix the air conditioning unit (vacuuming the intake)
the room did not cool throughout the day. Two dogs were removed from the room for an unknown portion of the day,
however, they were observed back in the room at the final temperature check when they were again observed panting.
Additionally, the licensee stated multiple times that the dogs were currently being housed indoors. French Bulldogs are a
small short-nosed breed of dog that is less tolerant of heat extremes and more likely than other breeds to experience
discomfort and heat-related health problems. The Attending Veterinarian has previously given instruction to the licensees
that the French Bulldogs were to be moved indoors when outside temperatures exceed 80-degrees Fahrenheit for their
health and well-being. The behavior of these dogs demonstrated that they were uncomfortable, and the licensee failed to
alleviate the impact of the heat on these dogs. When climatic conditions present a threat to an animal’s health or well-
being, appropriate measures must be taken to alleviate the impact of those conditions. Correct by ensuring that animals
are not subjected to any combination of temperature, humidity, and time that is detrimental to their health or well-being
and additionally by ensuring that when climatic conditions pose a threat to an animal’s health or well-being that
appropriate measures are taken to alleviate the impact of those conditions. Correct by 25 September 2023.",True,True,True,False,False,True
34490,32c0387c06302c02,3.52(a),,False,"Facilities, outdoor.","Rabbits were not provided with artificial cooling when the ambient temperature exceeded 90 degrees Fahrenheit.
3 adult female lop-eared rabbits were housed in a large wood and wire primary enclosure, and 1 additional adult female
lop-eared rabbit was housed in an open-topped metal primary enclosure; both enclosures were located in the barn near
the entrance to the lemur encounter room. The ambient temperature in this area of the barn was 93.6 degrees Fahrenheit
and no artificial cooling was being provided for the rabbits. The rabbits were alert, hopping around, resting, and drinking
from water bottles. Two rabbits were breathing at a moderately increased rate while at rest.
In the feed storage room, 2 young rabbits were located in a plastic and wire crate (pet taxi), and one adult female lop-
eared rabbit was located in a wire cage. The temperature in the feed room was 91.9 degrees Fahrenheit and no artificial
cooling was being provided for the rabbits. The rabbits were alert, hopping around, resting, and eating.
Rabbits who are not provided with methods of artificial cooling when ambient temperatures exceed 90 degrees Fahrenheit
may experience discomfort, heat stress, or dehydration. Young rabbits are especially susceptible to the negative effects of
exposure to hot temperatures.
Correct by 08/12/21 by providing rabbits with artificial cooling when ambient temperatures exceed 90 degrees Fahrenheit,
and when needed to prevent overheating and discomfort. Immediately after the rabbits were inspected, the owner added
artificial cooling (fans) to the rabbit areas.",True,False,True,False,False,True
36236,c4f1851129f5ebd7,2.131(e),Direct,False,Handling of animals.,"In the whelp building, the temperature was noted to be 95.6 Degrees F, as measured by the Kestrel monitor. at
approximately 2:15 pm. There were 3 fans operating but the puppies were exhibiting signs of distress from the heat. Five
weaned Corgi puppies (ID#s 22-019, 020, 021, 022, 023, 024) were sitting or laying with their heads outstretched and
their mouths as wide open as possible. The skin was taut with the ears pulled back and they were panting very heavily.
A Yorkshire Terrier female ( m/c# 985121008155308) with 2 puppies less than a week old (Id# 22-033, 034 DOB 7/24/22)
was standing and panting heavily while the puppies were crying and seeking her.
A Yorkshire Terrier female (Bear Bear, m/c# 992000000170786) was sitting with her mouth wide open, excessively
panting. Her three 3 week old puppies (Id#s 22-030, 031, 032 ) were crying with outstretched necks and moved to be
close to the water bowl that had just had cold water poured into it.
A Yorkshire Terrier female (Chloe, m/c#900001898042818) and her 5 puppies (DOB 7/9/22, Id3s 22-025, 026, 027, 028,
029) were panting excessively and curling close to the water bowl that had just been filled with cold water.
The temperature outdoors was 98 degrees F and the air conditioner was not functioning and the fans were inadequate to
decrease the temperature inside the building.
Unrelieved heat stress can lead to dehydration. Puppies are unable to thermoregulate which makes them more
susceptible to the hazardous effects of heat and humidity. The dams did not allow the puppies near them so they could
not nurse and this can add to dehydration and unmet nutritional needs.
When climatic conditions present a threat to animal health or well-being, appropriate measures must be taken to alleviate
the impact of those conditions. An animal may never be subjected to any combination of temperature, humidity and time
that is detrimental to the animal’s health or well-being, taking into consideration such factors as the animal’s age, species,
breed, overall health status and acclimation.
These animals must be provided with an environment that is more suitable for their health and well-being and this must be
maintained.
To be corrected by close of business this day (8 August 2022)
Note: The dogs were placed in an air conditioned room in the house while a new air conditioner unit was being
purchased.
This inspection and exit interview were conducted with facility representatives.
n",True,False,True,False,False,True
36536,f4642c486cf5d421,2.131(e),Direct,False,Handling of animals.,"Female Shih tzu (tag #479) is showing signs of severe heat distress. The dog was found inside a shelter located in an
outdoor enclosure. The inspector could hear a rasping sound coming from the shelter as she approached it. Upon
opening the shelter door the inspector observed the dog lying on the floor of the shelter creating a loud raspy sound as
she appeared to gasp for breath. The dog is performing wide open mouth breathing with an extremely high respiration
rate and her tongue is extending out of her mouth beyond the teeth. The dog had recently been shaved and her skin
appeared to have a reddened tint. The dog moved about the shelter, but appeared unstable and continuously laid
sprawled on the floor with her legs stretched out. To exit the shelter, the dog is required to step over a lip at the shelter
entrance and the inspectors observed her having difficulty getting over the lip and finally succeeded in exiting the shelter
by dragging her hind legs across it. The dog continued to appear unstable and had difficulty keeping her hind legs from
collapsing. The facility representative stated the dog had never had problems with her hind legs.
The dog was moved to an enclosure inside the Whelping Building next to an open door with a breeze. The dog still
appeared unstable and had some difficulty moving around the enclosure and needed slight assistance from the facility
representative to locate the water receptacle, whereupon, she immediately began to drink. The dog drank water multiple
times as the inspectors watched. The dog continued to have an extremely high respiration rate along with open mouth
breathing and lying sprawled on the enclosure floor.
The inspectors observed the dog again approximately an hour after she had been moved to the Whelping Building, and
she still appeared slightly weak and unstable.
The facility representative stated that the dog is normally housed inside the sheltered housing building, but had been
moved to the outdoor enclosure that morning. The temperature directly inside the shelter door was between 91 degrees
F and 93 degrees F with a heat index between 107 degrees F and 109 degrees F according to the inspector's Kestrel.
Housing dogs in temperatures and humidity that are inappropriate could result in the discomfort, suffering, and even
death.
When climatic conditions present a threat to an animal's health or well-being, appropriate measures must be taken to
alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature, humidity,
and time that is detrimental to the animal's health or well-being, taking into consideration such factors as the animal's age,
species, breed, overall health status, and acclimation. The licensee must ensure that all dogs are housed in climatic
conditions that are appropriate to maintain their comfort and well-being at all times.
To be corrected by: At the time of the inspection the facility representative moved the dog to a more appropriate location
and then transported her to a veterinarian.",True,False,True,False,False,True
36581,7510b6103531ec2f,2.131(e),Direct,True,Handling of animals.,"A heat advisory has been issued for the area and several adult dogs and puppies located throughout the facility were
showing signs of heat stress including:
Female poodle is contained in a transport crate at the time of the inspection. The dog is open mouth breathing, has a
high respiration rate, and the tongue is extended out of the mouth beyond the teeth. The dog began crying out while
being observed by the inspectors. The temperature taken by the inspectors Kestrel is 95 degrees F with a heat index of
119 degrees F.
Female Boston terrier is housed inside the sheltered housing building. She is open mouth breathing, has a high
respiration rate and the tongue is extended out of the mouth beyond the teeth. The temperature inside the building
according to the inspectors Kestrel is 92 degrees F with a heat index of 112 degrees F.
In the large Whelping building there are numerous puppies below the age of 8 weeks that have high respiration rates and
open mouth breathing with tongues extending out of the mouth and beyond the teeth. The temperature throughout the
building, according to the inspectors Kestrel, was 95 degrees F with a heat index of 117 degrees.
Heat stress could have a detrimental impact on the health and well-being of the animal and can even result in death.
When climatic conditions present a threat to an animal's health or well-being, appropriate measures must be taken to
alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature, humidity,
and time that is detrimental to the animal's health or well-being. The licensee must alter the temperature to a level that is
comfortable for the dogs. The licensee must ensure the dogs are maintained in appropriate climatic conditions at all
times.",True,False,True,False,False,True
36594,768bc44fec4c05a4,2.131(e),Direct,True,Handling of animals.,"Numerous adult dogs and puppies located throughout the facility are showing signs of heat stress including:
At least 12 adult Cavalier spaniels are housed outdoors. All the dogs were exhibiting signs of heat stress such as open
mouth breathing, high respiration rates, and tongues extending out of the mouth beyond the teeth. Several of the dogs
had a raspy sound associated with their breathing.
In both the sheltered housing building and the large whelping building the majority of puppies under the age of 7 weeks
were observed showing signs of heat stress such as open mouth breathing, high respiration rates, and tongues extended
out of the mouths. Puppies were also observed spread out across the enclosure floor with their legs sprawled out.
In an outdoor enclosure containing approximately 8 dogs, the dogs were showing signs of stress from the heat and 4
dogs were observed lying down in a muddy area where there is an accumulation of liquid waste that overflows or leaks
from a drainpipe running parallel to the enclosure. This muddy area is also in the shade, so the dogs were sitting in the
waste as they sought relief from the extreme temperatures. These dogs, soiled with contaminated mud, are at increased
risk of disease.
The temperatures taken throughout the facility by the inspectors Kestrel ranged from 91-97 degrees F with a heat index
up to 125 degrees F. On the day of the inspection, The National Weather Service had issued a heat advisory for the
area.
Heat stress can be detrimental to the health and well-being of the animals and can even result in death.
When climatic conditions present a threat to an animal's health or well-being, appropriate measures must be taken to
alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature, humidity,
and time that is detrimental to the animal's health or well-being. The licensee must alter the temperature to a level that is
comfortable for the dogs. The licensee must ensure the dogs are maintained in appropriate climatic conditions at all times.",True,False,True,False,False,True
37600,64525eca530cc4b8,2.131(e),Direct,False,Handling of animals.,"At time of the inspection, one male 12 yr. old Lemur was observed shivering for minutes, multiple times by the inspector.
The lemur was recently converted from an indoor to outdoor enclosure. Shivering is an indication that the animal is cold.
The Lemur is housed in an outdoor enclosure with no source of heat. The ambient temperature outside of the enclosure
at the time of this inspection was ~33 degrees Fahrenheit. A temperature gun reflected a reading of 52.9 degrees
Fahrenheit on the ground inside the enclosure. Improper housing, especially considering climatic conditions, can
negatively impact the well-being and health of the animal, and not only cause distress, but potentially lead to death. When
climatic conditions present a threat to an animal’s health or well-being, appropriate measures must be taken to alleviate
the impact of those conditions. An animal may never be subjected to any combination of temperature and time that is
detrimental to the animal’s health or well-being, taking into consideration such factors as the animal’s age, species, breed,
overall health status, and acclimation.
The facility elected to move the lemur indoors temporarily until they determine a long-term solution.
Correct by: March 4, 2022",True,False,True,False,False,True
37601,64525eca530cc4b8,3.78(a),,False,Outdoor housing facilities.,"At the time of the inspection, a 12 yr. old male lemur and 2 yr. old female Lemur were housed in individual outdoor
enclosures. Both lemurs were recently converted from an indoor to outdoor enclosure. There is no heated shelter
available to the animals and the ambient temperature was 33 degrees. A temperature gun indicated the temperature was
52.9 degrees on the ground of one enclosure. The attending veterinarian confirmed she had not determined that these
animals were acclimated to low temperatures and had not approved their exclusive housing outdoors. Only non-human
primates that are acclimated, as determined by the attending veterinarian, to the prevailing temperature and humidity at
the outdoor housing facility during the time of year they are at the facility, and that can tolerate the range of temperatures
and climatic condition known to occur at the facility at that time of year without stress or discomfort, may be kept in
outdoor facilities.
Correct by: March 4, 2022",True,False,True,False,False,True
38252,4d1baf128da63339,2.131(e),Critical,False,Handling of animals.,"On February 10, 2022, Wind Rose Aviation transported 8 Sphynx breed cats, born on October 6, 2021, according to the
documentation, to JFK on flight 7W7007 / AWB: 461-0003 2395.
On February 10, the temperature in Kiev, Ukraine was 37 degrees Fahrenheit and the temperature at JFK, upon arrival at
3.59 am on February 11, 2022, was 39 degrees Fahrenheit. According to the registered handler, upon offloading from the
plane, one of the 8 Sphynx cats was noted to be dead. The deceased cat was in a crate with another cat that was wearing
its sweater. The deceased cat's sweater was in the crate and no longer on its body. The surviving cat was treated for
dehydration then released. According to handlers, there was an approximate 1 ½ -hour delay in the ability to offload the
cats.
When climatic conditions present a threat to an animal's health or well-being, appropriate measures must be taken to
alleviate the impact of those conditions. An animal may never be subjected to any combination of temperature, humidity,
and time that is detrimental to the animal's health or well-being, taking into consideration such factors as the animal's age,
species, breed, overall health status, and acclimation.",True,False,True,False,False,True
