,hash_id,code,kind,repeat,desc,narrative,flag_include_1,flag_air_transit
31267,b204c2cbf8f4c9d1,2.25(a),,False,REQUIREMENTS AND PROCEDURES.,"On June 19, 2014 and July 28, 2014 Air Transport International transported non-human primates from China to
IAH. The transport of these animals by air cargo requires a valid USDA registration. Air Transport International did
not have a current registration at the time of the documented transports.
Any airline, engaged in the business of transporting animals for hire, must register with the USDA as a carrier. A
valid registration helps to ensure compliance with the standards and regulations for transportation in commerce as
required by the Animal Welfare Act. A valid registration must be obtained prior to any transport of regulated animals.
Correct by: Immediate.",True,True
31270,53dd3195e304b4b4,3.86(c),,False,CONSIGNMENTS TO CARRIERS AND INTERMEDIATE HANDLERS.,"On December 7, 2014, Air Transport International transported non-human primates from Guangzhou to IAH without
obtaining a certification from the consignor that the animals were offered food and water no more than 4 hours prior
to delivery to the carrier. The required certification must contain the date and time the animals were last fed and
watered and the specific instructions for the next feeding and watering for a 24 hour period. The certification must
be signed by the consignor and include the date and time of signing.
The carrier must ensure that adequate food and water were provided to the animals prior to accepting the animals
for transport. Instructions for future food and water provisions must be included for the next 24 hours so that all
parties who take possession of the animals will be able to provide for their health, well-being and comfort in cases of
adverse events such as unforeseen delays during transport.",True,True
32028,06e84328155375fc,2.1(a),,False,REQUIREMENTS AND APPLICATION.,"This is a search inspection.
The facility is currently conducting regulated activity without a valid USDA license. The facility's website advertises
the shipment of puppies from the facility to the buyer of a puppy. APHIS officials obtained Air Waybill
#016-48051555 that supports the websites advertisement of the shipment of puppies. This documentation confirms
that the facility shipped a 10 week old, white female maltase on May 14, 2015 from Columbus, OH to Kansas City,
MO. APHIS officials made contact with a facility representative at today's inspection. The representative confirmed
that the facility purchases puppies from breeders and resells the puppies using their online website. He was also
able to confirm that the facility ships puppies sight unseen on a regular basis. A valid USDA license is necessary to
protect the health and well-being of the animals and to comply with the Animal Welfare Act and Regulations. This
facility must obtain a USDA license or discontinue regulated activities.
This must be corrected prior to any additional covered activity.
NO REGULATED ACTIVITIES MAY BE CONDUCTED UNTIL USDA LICENSE IS OBTAINED.
An exit briefing was conducted with a facility representative and Animal Care Inspector Shannon Sebera.",True,True
32116,a26cacb4b3b86382,3.17(c),,False,CARE IN TRANSIT.,"Item Care in transit 3.17 c
On Dec 7 2017 Ukraine International Airlines transported 7 dogs under 4 different airway bills. One dog a French
bulldog about 5 months of age, on AWB 566 1430 8733, was found dead upon arrival at JFK airport in NYC, the
flight had been delayed some 9 hours before arriving at JFK airport, short nosed breed dogs require extreme care
and observation during transport.
The USDA APHIS VMO,the cargo sales representative and the Director of Ukraine airlines in Kiev Ukraine had a
phone conversation on Dec 14, concerning this incident The airline has instituted a canine embargo on flights as
well as requested a necropsy of the dog which is still pending and they are also reviewing the handling
procedures for animals.
An inspection and exit interview took place with both the cargo sales rep and the Director of Ukraine airlines via
conference call",True,True
32195,2bd6572148bc0f5f,2.77(b),,False,Records: Carriers and intermediate handlers.,"Ethiopian Airlines contracts Worldwide Flight Services (WFS) as their intermediate handler. The intermediate handler has
no records of the health certificate that accompanied the shipment of non-human primates that arrived on Ethiopian
Airlines at Dulles International Airport (IAD) on 01/07/23 under AWB 645-0004-9162 (504 cynos) and 01/09/23 under
AWB 071-4659-8215 (80 marmosets). The WFS representative indicated that he usually doesn't retain a copy of the
health certificates. Health certificates for all non-human primates delivered for transportation in commerce shall be kept
and maintained by the carriers and intermediate handlers as per this subpart. Correct by 02/22/2023 and with all
subsequent shipments of non-human primates.
The shipment of 80 marmosets were present at the time of inspection.
This inspection and exit interview were conducted with the airline representative.
n",True,True
32196,38b490113d9f5eea,3.86(c),,False,Consignments to carriers and intermediate handlers.,"On July 16, 2023, Ethiopian Airlines (Flight ET518) AWB 645-00126534 transported 336 non-human primates from
Mauritius to ATL without specific feeding and watering instructions attached to the outside of the primary enclosure for the
next 24 hours of travel. Instead, the instructions stated to ""top off with bottled water at transit and feed..."" without
specifying the times of those offerings which was not detailed enough. The only time noted on the instructions was the
last time they were provided food and water prior to transport. Instructions for future food and water provisions must be
included for the next 24 hours so that all parties who take possession of the animals will be able to provide for their health,
well-being, and comfort in cases of adverse events such as unforeseen delays during transport. All future non-human
primate shipments must include the required food and water certifications with 24-hour food and water instructions as well
as the consignor’s signature with the date and time it was signed.
This inspection and exit interview were conducted with facility representatives.
Additional Inspectors:
CHAD MOORE, Transportation Field Specialist
GWENDALYN MAGINNIS, Nonhuman Primate Field Specialist
TANESHA WILKINS, SACS n",True,True
32616,8fa5f25c31e61873,2.25(a),,False,REQUIREMENTS AND PROCEDURES.,"*Korean Air AWB 180-8072-1513 and associated documentation indicates two puppies born October 2014 and
consigned to a third party in North Carolina were picked up from IAH by Ms. Watson on February 11, 2015. United
Airlines AWB 016-49221152 and associated documentation indicates that on March 3, 2015 Ms. Watson shipped
one of these puppies from IAH to CLT to the original consignee.
*Korean Air AWB 180-8116-9292 and associated documentation indicates two puppies born October 2014 and
consigned to a third party in Pennsylvania were picked up from IAH by Ms. Watson on February 27, 2015. United
Airlines AWB 016-49221163 and associated documentation indicates that on March 3, 2015 Ms. Watson shipped
one of these puppies from IAH to PHL to the original consignee.
*Korean AWB 180-8116-6606 and associated documentation indicates two puppies born October 2014 and
consigned to a third party in Michigan were picked up from IAH by Ms. Watson on February 17, 2015. United
Airlines AWB 016-49293440 and associated documentation indicates that on February 25, 2015 Ms. Watson
shipped one of these puppies from IAH to GRR to the original consignee.
Animal Welfare regulations define intermediate handler as any person who is engaged in any business in which
he/she receives custody of animals in connection with their transportation in commerce. The circumstances
described above demonstrate taking possession of puppies connected with their transport. This activity requires a
valid USDA registration to ensure the standards and regulations as required under the Animal Welfare Act are met.
The exit interview was conducted via telephone on May 18, 2015. Ms. Watson stated that she conducted this
business for compensation and was willing to obtain a valid registration in order to comply.
NO REGULATED ACTIVITIES MAY BE CONDUCTED UNTIL A VALID USDA REGISTRATION IS OBTAINED.
Additional Inspectors
Howard Tami, Supervisory Animal Care Specialist",True,True
32947,f129364174a0d085,3.13(b),,False,CONSIGNMENTS TO CARRIERS AND INTERMEDIATE HANDLERS.,"Review of this transporter's records revealed that on multiple occasions the transporter has accepted dogs for
transport to without having the correct information for consignee's name, address and phone number. For example,
on 5/22/2017 the transporter accepted ten puppies for transport that had incorrect consignee information on the
waybill and health certificate. The waybills and health certificates indicated various delivery locations in multiple
states for the puppies to be delivered to. However, all ten puppies were suppose to be delivered to an individual in
Rhode Island. The Carriers and intermediate handlers must not accept a dog or cat for transport in commerce
unless they are provided with the name, address, and telephone number of the consignee.
*To be corrected by 6/21/2017.",True,True
33292,340d0373650eb9d0,2.77(b),,False,Records: Carriers and intermediate handlers.,"There were no copies of the health certificates available for puppies transported between March 8, 2023 and May 17,
2023. A copy of the health certificate for a ten week old Bichon Frise that was delivered to Harrisburg International Airport
on April 4, 2023 was not available for inspection (see Air Waybill # 001 MDT 77918201). Failure to keep and maintain
copies of health certificates makes it difficult to keep track of animal shipments and access the age and health of the
animal being shipped. The carrier must keep and maintain copies of the health certificate for each live dog or cat shipped.
This inspection and exit interview were conducted with facility representative.
n",True,True
33399,021e8098d95a9938,2.1(a)(1),,False,REQUIREMENTS AND APPLICATION.,"At the time of inspection, it was discovered that the individual is engaged in regulated activity without a license.
There is evidence from a third party that she has sold puppies to a pet store, and advertises non face-to-face sales
and shipping. When asked about her business, the individual described buying puppies from breeders or dealers,
receiving them at her premise and occasionally shipping them to the new owner. She has an interest in more than
four breeding females (including at other locations due to local laws) that she sells the puppies from. At the time of
inspection, the local Animal Control Officer entered the residence and saw 39 puppies and two adult dogs.
Any person operating or intending to operate as a dealer must have a valid Class B Dealer license to buy and sell
puppies to pet stores, brokers or selling puppies ""sight unseen"" and shipping animals via ground or plane.
Additionally a USDA, APHIS, AC license must be obtained if the breeder is acting in concert with others where they
collectively maintain a total of more than four breeding female dogs.
NO REGULATED ACTIVITIES MAY BE CONDUCTED UNTIL A VALID USDA LICENSE IS OBTAINED
Exit interview was conducted with individual over the phone, and instructions were given to submit the license
application as soon as possible to:
USDA-APHIS-Animal Care
2150 Centre Avenue, Building B
Mail Stop # 3W11
Fort Collins, CO 80526-8117",True,True
33446,80e9e6e629d9505c,2.126(b),,False,ACCESS AND INSPECTION OF RECORDS AND PROPERTY; SUBMISSION OF ITINERARIES.,"A responsible adult was not available to accompany APHIS Officials during the inspection process at 1320 on
02-Feb-18.
Arrived at facility at 13:20. Rang doorbell - several dogs barking loudly at front door. Called owner. Owner stated
unavailable for inspection today - taking person to airport and could not return within 30 minute inspection window.
Advised owner of attempted inspection and report would be emailed. Departed premises at 1330.",True,True
33692,6e62ffe66af3e787,2.1(a)(1),,False,REQUIREMENTS AND APPLICATION.,"The breeder sold and shipped an 8 week old Great Dane puppy via a transporter sight unseen, from Illinois to
Colorado April 24, 2016. The puppy did not arrive at the buyer's until May 1st, 2016. This transporter has been
utilized by the breeder for the past 4 years. This breeder has 11 breeding females on the property and is aware of
the USDA regulation requiring a USDA license if conducting regulated activity, which includes selling and
transporting dogs sight unseen to the buyers if they have more than 4 breeding females. The breeder advised they
realized they could not send the animals by plane, however they thought they could use a transporting company by
road.
The breeder must obtain a USDA license if they have 5 or more breeding females and want to sell them sight
unseen to the final owner/buyer. The breeder can not continue to do regulated activity without a USDA license.
To be corrected by: Immediately
Inspection and exit interview conducted with facility owner.",True,True
33705,6f9a5f0d7bf61ca8,2.25(a),,False,REQUIREMENTS AND PROCEDURES.,"On July 12, 2016 Western Global Airlines transported approximately 600 non-human primates from PNH to IAH on
AWB 904-10001202. The operator of any airline which is for hire and engaged in the business of transporting
animals regulated under the Animal Welfare Act must have a valid USDA registration. A registration form shall be
filed with Animal Care for the state in which the registrant has the principal place of business and shall be updated
every 3 years.
No regulated activities may be conducted until a valid USDA registration is obtained.
The exit interview was conducted on July 18, 2016 by phone with the ground operations manager.",True,True
33825,8257d239c08e5fe4,2.1(a)(1),,False,REQUIREMENTS AND APPLICATION.,"The breeder sold and shipped (sight unseen) 4 to 5 puppies out of the state of Illinois in the past year using Delta
and American airlines. A transporter was hired to transport puppies sight unseen to California in July 2016, and to
bring back a returned puppy from Oregon in August 2016.
This breeder has 12 breeding females on the property with 9 other females at another location. The breeder stated
that she was made aware of the USDA regulation requiring a USDA license if conducting regulated activity, which
includes selling and transporting dogs sight unseen to the buyers if they have more than 4 breeding females. The
breeder advised she realized they could not send the animals by plane, and she admitted that she had done so
anyway.
The breeder must obtain a USDA license if they have 5 or more breeding females and want to sell them sight
unseen to the final owner/buyer. The breeder can not continue to do regulated activity without a USDA license.
To be corrected by: Immediately
Inspection and exit interview conducted with facility owner",True,True
34028,f09d912548405e7b,3.4(b),,False,Outdoor housing facilities.,"All six shelters in the outdoor dog enclosures, containing a total of 10 French bulldogs, lack bedding. In the enclosure third
closest to the front of the property, containing two dogs, the shelter roof is separating from the walls at the entrance with
2-inch-wide gaps overhead. The overnight temperatures reported for the Richmond International Airport Weather Station
on March 14 and 15, 2023 (the days prior to this inspection) ranged from 28 to 40 degrees Fahrenheit. The low
temperature at 8 am the morning of the inspection was reported to be 28 degrees Fahrenheit.
Adequate shelter structures with bedding are essential for animal comfort, health, and wellbeing. Animals without bedding
in their shelter may suffer from discomfort or distress. Correct by ensuring that shelters in outdoor dog enclosures are in
good repair and provide protection from the elements. Clean, dry bedding must be provided if the ambient temperature is
below 50 degrees Fahrenheit and additional bedding is required when the temperature is 35 degrees or lower. Correct by
March 20, 2023.",True,True
34099,2c396d695886fe0d,2.25(a),,False,REQUIREMENTS AND PROCEDURES.,"This SEARCH inspection was a focused inspection to verify the conduction of un-registered AWA Regulated activity
by Cabo Verde Airlines (aka “TACV”).
Information was received by APHIS Animal Care in November 2016 that Cabo Verde Airlines was transporting
animals into the Providence, RI airport housed inside kennels that were transported as cargo in the hold of the
planes. Although there were no animals in transit on the incoming flight or the outgoing flight on the day of the
inspection, several personnel at the Cabo Verde Airlines ticket counter acknowledged that dogs have in fact been
transported as cargo in kennels inside the hold of the planes on both incoming and outgoing flights through the
Providence airport.
Per this Section of the Regulations, the transportation of animals as cargo by air is an activity regulated by the
Animal Welfare Act and a valid USDA registration as a Class “T” carrier is required. Carriers that transport animals
as cargo must be registered with the USDA to ensure compliance with the transportation standards and to ensure
the welfare of the animals being transported.
The airline must complete the new registration form that will be sent by the Regional Office and then promptly return
it to the Eastern Regional Office for processing prior to any further transportation of animals by the airline.
NO REGULATED ACTIVITIES MAY BE CONDUCTED UNTIL A VALID USDA REGISTRATION IS OBTAINED.
NOTE – Exit briefing held on-site 3/28/17 at the Providence airport ticket counter with representatives of the airline.",True,True
34135,c7797d6caadc97b0,2.25(a),,False,REQUIREMENTS AND PROCEDURES.,"The facility was identified as a courier that delivers rabbits from the San Diego airport to local research facilities
during a routine inspection of a local research facility.
These transportations occurred without an active registration. It is critical for intermediate handlers to register with
USDA to allow adequate regulatory oversight. The facility shall file an initial registration form and update it every 3
years to maintain their status as an intermediate handler with USDA.
Correct by registering with the USDA as an intermediate handler prior to any further transportation of regulated
animals.
NO REGULATED ACTIVITIES MAY BE CONDUCTED UNTIL A VALID USDA REGISTRATION IS OBTAINED.
An exit interview was conducted by phone with the owner on December 20, 2016, and a registration packet was
sent by the office on 21 December, 2016.",True,True
34136,6162c6ac6f7f6bce,2.25(a),,True,REQUIREMENTS AND PROCEDURES.,"The facility was identified as a courier that delivers rabbits from the San Diego airport to local research facilities
during a routine inspection of the local airport. On average, this facility is picking up rabbits once per week from
Alaska Airlines Cargo and delivering them to local research facilities.
These transportations occurred without an active registration. It is critical for intermediate handlers to register with
USDA to allow adequate regulatory oversight. The facility shall file an initial registration form and update it every 3
years to maintain their status as an intermediate handler with USDA.
Correct by registering with the USDA as an intermediate handler prior to any further transportation of regulated
animals.
NO REGULATED ACTIVITIES MAY BE CONDUCTED UNTIL A VALID USDA REGISTRATION IS OBTAINED.",True,True
35144,3a77d389adbc5b9f,3.36(g),,False,PRIMARY ENCLOSURES USED TO TRANSPORT LIVE GUINEA PIGS AND HAMSTERS.,"Eight blue transport enclosures housing 15 guinea pigs in each had no markings on top and on one or more sides
with the words ""Live Animals"" in letters at least 1 inch in height, and with arrows or markings to indicate the correct
upright position of the container (see air waybill 006 PHL 8311 9816).
Twenty six white transport enclosures housing 7 guinea pigs in each did not have the words ""Live Animals"" in letters
at least 1 inch in height, and with arrows or markings to indicate the correct upright position position of the container
(see air waybill 027 PHL 3621 5480).
Carriers and intermediate handlers must not transport live animals unless the primary enclosure is clearly marked
on top and on more or more sides with the words ""Live Animals"" in letters a least 1 inch in height, and with arrows
or other markings to indicate the correct upright position. Failure to label primary enclosures properly can result in
animals being transported incorrectly and can put animals at risk for injury.
This inspection was conducted with the customer service agent and exit interview was conducted with the general
manager.
Additional Inspectors
Carlson Melissa, Veterinary Medical Officer",True,True
35145,61ae8d995907c55b,3.19(a),,False,Terminal facilities.,"3.19 a Terminal Facilities Placement
On June 23rd, 2021 Worldwide Flight services received dogs in transport from Aeroflot Airlines at cargo building 75 JFK
airport in New York. The primary enclosures containing dogs were held in an area of the cargo building where other
cargo items were commingled. This resulted in fork- lift trucks being driven around the primary enclosures containing
dogs, which has potential to cause harm and stress to the animals.
Registrant needs to ensure that live animals are not commingled with inanimate cargo in animal holding areas.
This inspection and exit interview were conducted with the facility representative .
End Section",True,True
35146,bfc6acfd3522233e,2.27(a),,False,Notification of change of operation.,"Upon arrival at the facility, there was a posting that the registrant was closed as of June 30, 2021 and all animals would
be handled by the specific airlines in the terminal building. This is a significant change in operations and the handler is
required to inform the Deputy Administrator by certified mail of this change.
Correct by: July 26, 2021
An inspection and exit briefing could not be conducted due to closure of the specific site. A facility representative was
contacted out of the site in JFK for report.
End Section",True,True
35149,443b68651b4a2289,2.77(b),,False,Records: Carriers and intermediate handlers.,"The intermediate handler has no records of the health certificate that accompanied the shipment of non-human primates
that arrived on Ethiopian Airlines at Dulles International Airport (IAD) on 01/07/23 under AWB 645-0004-9162 and
01/09/23 under AWB 071-4659-8215. The WFS representative indicated that he usually doesn't retain a copy of the
health certificates. Health certificates for all non-human primates delivered for transportation in commerce shall be kept
and maintained by the carriers and intermediate handlers as per this subpart. Correct by 02/22/2023 and with all
subsequent shipments of non-human primates.
The shipment of 80 marmosets were present at the time of inspection.
This inspection and exit interview were conducted with the airline/facility representative.
n",True,True
35150,e9c08f11f3c4c705,3.36(g),,False,Primary enclosures used to transport live guinea pigs and hamsters.,"Ten blue transport enclosures housing approximately 15 guinea pigs in each had no markings on top with the words ""Live
Animals"" in letters at least 1 inch in height (Air Waybill # 027 PHL 9671 9103). Failure to label primary enclosures with the
word ""Live Animals"" on top of the enclosures can result in animals being transported incorrectly and can put animals at
risk of injury.
Carrier and intermediate handlers must not transport animals unless the primary enclosure is clearly marked on top and
on one or more sides with the words ""Live Animals"" in letters at least 1 inch height and with arrows or markings to indicate
the correct upright position.
This inspection and exit interview were conducted with airline representative.
Additional Inspectors:
Kira Wagner, VETERINARY MEDICAL OFFICEREnd Section",True,True
35152,eb243e5801fbd6ea,2.126(b),,False,Access and inspection of records and property; submission of itineraries.,"A responsible adult was not available to accompany APHIS Officials during the inspection process at 10:30 AM on 2
August, 2023. Called contact number at 10:30AM and 11:36AM, left messages both times, address is within secured area
of the airport and no call back was received to get an escort into the secured area.
End Section",True,True
35371,6ea82d2f96feb710,2.150(a),,False,IMPORT PERMIT,"Item Import permit 2.150a
On Jan 22,2018 Karina Bezvorotnyaya of 2022 East 53rd St apt 1c Brooklyn NY transported 3 live dogs, on
Aeroflot International airlines as checked baggage. Karina Bezvorotnyaya failed to obtain an import permit as
required for the animals.
Personnel importing dogs for the purpose of resale needs to obtain an import permit from the USDA.",True,True
35372,6ea82d2f96feb710,2.151(a)(1)(iii),,False,CERTIFICATIONS,"Item Import permit Certification 2.151 a 1 iii
On Jan 22, 2018 Karina Bezvorotnyaya transported 3 dogs on Aeroflot International Airlines as checked baggage.
The dogs were under the 6 month age requirement for importation. A private veterinarian aged the dogs and
determined at most they were about 3.5 months of age therefore not meeting the USDA requirements of 6 months
of age but also not meeting the requirements of CDC age of at least 16 weeks.
Personnel need to insure animals imported into the US meet all the certification requirements as indicated in 2.151.
Additionally, a review of veterinary health certificates attached indicated that the rabies vaccine was administered at
too early an age .
Owner unavailable for exit intervivew",True,True
35373,cb068e5ac9287e11,2.150(a),,False,IMPORT PERMIT,"Item Import permit 2.150a
On Jan 27,2018 Marina Osipova of 4317 Rockaway Beach transported 5 live dogs, on Aeroflot International
airlines as checked baggage. Marina Osipova failed to obtain an import permit for the animals.
Personnel importing dogs for the purpose of resale needs to obtain an import permit from the USDA.",True,True
35374,cb068e5ac9287e11,2.151(a)(1)(iii),,False,CERTIFICATIONS,"Item Import permit Certification 2.151 a 1 iii
On Jan. 27 2018 Marina Osipova transported 5 dogs on Aeroflot International Airlines as checked baggage. The
dogs were under the 6 month age requirement for importation. A Private veterinarian aged 2 of the dogs and
indicated they were at most 3.5 months of age, while the other 3 were aged at 6 months of age.
Personnel need to insure animals imported into the US meet all the certification requirements as indicated in 2.151.
Additionally, review of veterinary health certificates attached to dogs crates demonstrated that the animals had
received their rabies vaccine at too young of an age.
Owner unavailable for signature",True,True
35391,5df14ffba9986924,2.150(a),,False,IMPORT PERMIT,"Item Import permit 2.150a
On Jan 29,2018 Kostantin Chekholsk of 3838 Naultilus Ave Seagate Brooklyn transported 2 live dogs, on Aeroflot
International airlines as checked baggage. Konstantin Chekholskiy failed to obtain an import permit for the animals.
Personnel importing dogs for the purpose of resale needs to obtain an import permit from the USDA.",True,True
35392,5df14ffba9986924,2.151(a)(1)(iii),,False,CERTIFICATIONS,"Item Import permit Certification 2.151 a 1 iii
On Jan 29, 2018 Konstantin Chekholskiy transported 2 dogs dogs on Aeroflot International Airlines as checked
baggage. The dogs were under the 6 month age requirement for importation. A private veterinarian aged the dogs
and determined they were at most 4 months of age, therefore not only meeting the age requirements for the USDA
of 6 months of age, but also not meeting the requirements of CDC age of at least 16 weeks of age.
Personnel need to insure animals imported into the US meet all the certification requirements as indicated in 2.151.
Owner was not available for an exit interview",True,True
35393,5af6760bcf85c408,2.150(a),,False,IMPORT PERMIT,"Item Import permit 2.150a
On Jan 29,2018 Vladimir Kulakov of 724 Old Post Rd Edison NJ transported 3 live dogs, on Aeroflot International
airlines as checked baggage.Vladimir Kulakov failed to obtain an import permit for the animals.
Personnel importing dogs for the purpose of resale need to obtain an import permit from the USDA.",True,True
35394,5af6760bcf85c408,2.151(a)(1)(iii),,False,CERTIFICATIONS,"Item Import permit Certification 2.151 a 1 iii
On Jan 29 2018 transported 3 dogs on Aeroflot International Airlines as checked baggage. A Private veterinarian
examined the dogs and determined one was least 3 years of age based on the examination of the teeth and based
on the documents the animal received when she was over a year of age . The other 2 dogs were examined and
were determined to be under 6 months of age. Both were determined to be about 4 months of age therefore not
meeting USDA requirements. The health certificates for these animals indicated the rabies vaccine would have
been given at about 3 months of age
Personnel need to insure animals imported into the US meet all the certification requirements as indicated in 2.151.
Owner was not available for signature",True,True
35416,e6f8930f4247e96e,2.150(a),,False,IMPORT PERMIT,"On Feb 15, 2018 Mr Alexsandr Pavlenko of 30 W 46 St NYC transported 6 live dogs on Aeroflot International
Airlines as checked baggage. Mr Alexsandr Pavlenko failed to obtain an import permit for the animals.
Personnel importing dogs for the purpose of resale need to obtain an import permit from the USDA.",True,True
35417,e6f8930f4247e96e,2.151(a)(1)(iii),,False,CERTIFICATIONS,"Item Import Permit Certification 2.151 a 1 iii
On Feb 15, 2018 Mr Aleksandr Pavlenko transported 6 dogs as checked baggage on Aeroflot International Airlines.
A private veterinarian examined the 6 puppies and found them to be as least 4 months of age.
The puppies while meeting the age requirement of 4 months of age for CDC they did not meet the age requirement
of at least 6 months of age for the USDA.
Personnel importing dogs need to insure they meet all the certification requirements as required in 2.151 a 1 iii .
Owner was not available for signature .",True,True
35565,ffe7076ca30d8847,3.15(a)(6),,False,Primary enclosures used to transport live dogs and cats.,"Item primary enclosures 3.15 a 6
On 4-June-2021, Egyptair transported a kitten on flight 985 to JFK airport in New York as checked baggage. At JFK, it
was discovered the animal arrived deceased. There were no “Live Animals” in letters on the primary enclosure used to
transport the animal nor any arrows or other markings to indicate the correct upright position of the primary enclosure.
The airline must ensure that primary enclosures used in transport of live animals are adequately marked to maintain the
correct position, care, and safety of animals during transport.",True,True
35566,ffe7076ca30d8847,3.15(a)(8),Critical,False,Primary enclosures used to transport live dogs and cats.,"Item Primary Enclosures 3.15 a 8
On 4-June-2021, Egyptair transported a kitten on flight 985 to JFK airport in New York as checked baggage. At JFK, it
was discovered the animal arrived deceased.
The bottom half of the primary enclosure used to transport the kitten had been covered in solid plastic wrap which
obstructed and prevented the flow of air and ventilation to the animal. This kitten was a short-nosed breed which further
required unobstructed ventilation.
The airline must ensure proper ventilation is provided, in that there are no obstructions of the ventilation openings of the
primary enclosure that will inhibit the free flow of adequate ventilation to the animal.",True,True
35567,ffe7076ca30d8847,3.15(a)(9),,False,Primary enclosures used to transport live dogs and cats.,"Item Primary Enclosure 3.15 a 9
On 4-June-2021, Egyptair transported a kitten on flight 985 to JFK airport in New York as checked baggage. At JFK, it
was discovered the animal arrived deceased. Upon arrival, the kitten’s hind legs, fore limbs, chest, and muzzle were wet
and there was no absorbent material in the kennel to cover excreta or urine.
The airline must ensure that primary enclosures used in transport of live animals contain enough previously unused litter
to absorb and cover excreta and that the material is safe to the animal.",True,True
35568,ffe7076ca30d8847,3.17(c),,False,Food and water requirements.,"Item Food and water requirements 3.17 c
On 4-June-2021 Egyptair transported a kitten on flight 985 to JFK airport in New York as checked baggage. At JFK, it
was discovered the animal arrived deceased. The primary enclosure used to transport the kitten did not have food and
water receptacles attached.
The airline must ensure that food and water receptacles are securely attached inside the primary enclosure so the
receptacles can be filled during transport without opening the door to fulfill the food and water requirements of the animal.
This inspection and exit interview were conducted with the facility representative.
End Section",True,True
35569,c89b5319299f2ff2,3.20(a)(2),,False,Handling.,"On September 29, 2023, approximately 29 cats arrived at John F Kennedy International Airport (Queens, New York) from
Cairo International Airport (Cairo, Egypt) on flight MS985 (AWB# 077-51046026-A).
The cat carriers were left out in rain while unloading on in the passenger terminal. The intermediate handler received the
carriers, which the agent informed the on duty supervisor were wet and uncovered.
Sufficient protection must be provided to allow the cats to remain dry during rain, snow, and other precipitation.
This inspection was conducted with cargo facility representatives. The exit interview was conducted with airline
representatives.
n",True,True
35717,15edcc945fd0d477,3.15(a)(1),,False,Primary enclosures used to transport live dogs and cats.,"One adult cat in transport under baggage # LH007812 escaped from its primary enclosure upon offloading at BOS. At
the time of offloading from the plane's holding space, the handler picked up the enclosure from the handle, the door fell
out of its frame, and the cat jumped out. Primary enclosures used to transport dogs and cats must be constructed so that
they are strong enough to contain the animals securely and to withstand the normal rigors of transportation for the safety
of the animals. This cat was recovered, appearing in good health, almost three weeks after its escape and returned to its
owners by the airline.
This inspection and exit interview were conducted with facility representatives.
n",True,True
35782,f811f3a441f7de38,3.15(c),,False,Primary enclosures used to transport live dogs and cats.,"Some dog enclosures on board the plane were stacked in different directions to accommodate all available space. As a
result, some enclosure walls had adjacent enclosures up against them at an angle where the required total surface
ventilation of a wall was reduced. No methods in place identified to prevent enclosures from shifting during transit. Poor
ventilation can result in overheating of animals as well as breathing difficulties, especially to brachycephalic breeds, which
were present on the plane. A system should be in place to ensure ventilation openings of dog enclosures are not
obstructed.",True,True
35783,f811f3a441f7de38,3.17,,False,Food and water requirements.,"Documents were not available or attached to the crates of the 31 dogs to certify the date and time they were offered food
and potable water within the 4 hours preceding delivery of the dogs to the carrier. There were no documents attached to
the outside of the primary enclosures with written instructions for the in-transit food and water requirements for a 24-hour
period for the dogs contained in the enclosures. In addition, food and water receptacles were not attached to the
enclosures carrying the dogs during this flight. Filled water receptacles were identified on the plane but not in any of the
dog crates. Dogs should be provided with water at all times and documentation made available to ensure dogs are offered
food and water as required in the regulations, for their health and well-being.",True,True
35784,f811f3a441f7de38,3.18,Direct,False,Care in transit.,"The following medical concerns were identified during the CDC examination of dogs at time of arrival. There were no
medical notations or other observations noted by the transporter. Animal Care Veterinary Medical Officers were present
during the examinations.
-Leo, a pug, displayed labored breathing, including open mouth and rapid breathing, at time of arrival. He was removed
immediately from the plane and examined by the CDC veterinarian.
- Bruno, had 3 lesions on his back and neck that appeared red, raised, inflamed, with some hair loss. One lesion was
approximately the size of a quarter, and 2 the size of a dime.
-A pug was missing his left eye with mild discharge present.
-There was loose stool/ diarrhea of unknown etiology and history present in Jessica and Erin's enclosures.
-Chaplin and Pugsley were noted to have ear irritations that appeared red and inflamed.
-Trio was missing his right foot.
Medical concerns should be fully disclosed and is the responsibility of the transporter to observe the dogs as frequently as
needed, and to ensure there are no dogs obviously ill, injured, or in physical distress. A system should be in place to
ensure the regulations under section 3.18, Care in Transit, have been followed, for the health and well-being of the dogs.
This inspection and exit interview were conducted with the facility representatives.
Additional Inspectors:
KATHLEEN GARLAND, Supervisory Animal Care Specialist n",True,True
35811,ef17a2bb49cf22ba,3.162(a)(1),,False,Primary enclosures used to transport live birds.,"On November 8, 2023, 6 crates of birds (black-casqued hornbills, white-thighed hornbills, and turacos) arrived at John F.
Kennedy International Airport (Queens, New York) from Jomo Kenyatta International Airport (Nairobi, Kenya) on flight
KQ555 (AWB# 70650852966).
One of the crates containing black-casqued hornbills was damaged upon arrival. The double metal mesh of the crate had
a circular hole, approximately 10 inches in diameter, which allowed 1 hornbill to escape within the cargo space of the
plane. The bird was captured and secured back into its original crate. The crate was temporarily fixed for transport with a
clip board and bungy cords.
Primary enclosures used for transporting birds must be strong enough to contain the bird securely and comfortably and to
withstand the normal rigors of transportation.
This inspection and exit interview were conducted with cargo facility and airline representatives.
n",True,True
